brand_key,n_malls_araneta,n_malls_ayala,n_malls_filinvest,n_malls_fishermall,n_malls_gmall,n_malls_megaworld,n_malls_ortigas,n_malls_robinsons,n_malls_sm,n_malls_starmall,n_malls_waltermart,n_malls_xentro,n_malls_total,n_chains,in_all_chains,in_multiple_chains,display_name
lemon jar samgyeopsalemon,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEMON JAR SAMGYEOPSALEMON
leonora p carreon,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LEONORA P. CARREON
lessive laundromat,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lessive Laundromat
lets face it going straight,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LETS FACE IT GOING STRAIGHT
letterbee,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LETTERBEE
liam cars,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Liam Cars
liams & louis gourmet,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Liam's & Louis Gourmet
liberty diamonds,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,Liberty Diamonds
licanto food corner,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LICANTO FOOD CORNER (
licanto takoyaki,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LICANTO TAKOYAKI
liege manila,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Liege Manila
liempao goto king tapa king bbq,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LIEMPAO/GOTO KING/TAPA KING/ BBQ
life 4 cuts,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LIFE 4 CUTS
life extension,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LIFE EXTENSION
life extension by confluence health and wellness products,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LIFE EXTENSION BY CONFLUENCE HEALTH AND WELLNESS PRODUCTS
life for cuts,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LIFE FOR CUTS
life n arts,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LIFE ‘N ARTS
lifecycle,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Lifecycle
lightbox studios,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LIGHTBOX STUDIOS
lighter s galore,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Lighter\'s Galore
li ning,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LI-NING
li am dimsum,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LI AM DIMSUM
lhuillier,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LHUILLIER
leylams shawarma,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Leylam's Shawarma
levie lifestyle clinic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEVIE LIFESTYLE CLINIC
levis 5216 563,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Levi's 5216-563
lexstar graphics arts,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Lexstar Graphics Arts
leylam 0933 816 0784,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEYLAM 0933-816-0784
leylam shawarma 0917 133 3896,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEYLAM SHAWARMA 0917-133-3896
leylam shawarma 9431413157,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LEYLAM SHAWARMA (NEW) 9431413157
leysa,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Leysa
lgd key shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LGD KEY SHOP
leyte paperworld,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEYTE PAPERWORLD
lfafa enteprise,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lfafa Enteprise
lfafa enterprises,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lfafa Enterprises
lfafa massage chair,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,Lfafa Massage Chair
lg,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LG
lg sony ericson,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,LG/Sony Ericson
legrand,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Legrand
lee eun young nature care center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEE EUN YOUNG NATURE CARE CENTER
landmark supermarket,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Landmark Supermarket
lasquite dental and medical clinic,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LASQUITE DENTAL AND MEDICAL CLINIC
laundry district,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,The Laundry District
laundry room,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,THE LAUNDRY ROOM
laundrybest,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LAUNDRYBEST
laundryhood,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAUNDRYHOOD
lavin enterprises,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Lavin Enterprises
laxare nail & day spa,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Laxare Nail & Day Spa
lay bare 8477 3532 0922 872 3648,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LAY BARE ((02) 8477-3532 / 0922-872-3648)
1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,1
laybare plus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LAYBARE PLUS
lazboy,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAZBOY
lazer arena,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LAZER ARENA
lazer musical instruments,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAZER MUSICAL INSTRUMENTS
lazer xtreme,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAZER XTREME
lazerarena,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LAZERARENA
lazy panda massage chair,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LAZY PANDA MASSAGE CHAIR
last scoop ice cream,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LAST SCOOP ICE CREAM
lashious,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LASHIOUS
ledesma audiological center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LEDESMA AUDIOLOGICAL CENTER
lashgasm,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LASHGASM
lanuza dental clinic,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LANUZA DENTAL CLINIC
lao taipei,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Lao Taipei
lapid dental clinic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lapid Dental Clinic
lapids chicharon,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LAPID'S CHICHARON
lapilar jewellery,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,LAPILAR JEWELLERY
laptop expert,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,THE LAPTOP EXPERT
laragway,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Laragway
large screen format,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LARGE SCREEN FORMAT
larichie pasalubong,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Larichie Pasalubong
larrazabal eye,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LARRAZABAL EYE
las fresas,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LAS FRESAS
laser madness,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Laser Madness
laserase m d,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,Laserase M.D.
laserase md,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Laserase MD
lash lounge,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LASH LOUNGE
lbc 0917 854 3822,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LBC 0917 854 3822
lbc 9178503089,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LBC 9178503089
lbc express inc,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,"LBC Express, Inc."
lbc express inc siopao house,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,"LBC EXPRESS, INC. SIOPAO HOUSE"
le temps,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Le Temps
le temps pandora,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LE TEMPS PANDORA
le vibe ph,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LE VIBE PH
lea salon,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,LEA Salon
leap grip,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Leap Grip
learning hub,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Learning Hub
learning jungle,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Learning Jungle
leaveland b club zar clothing collection,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LEAVELAND/ B CLUB ZAR CLOTHING COLLECTION
leaveland boutique mobile planet,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Leaveland Boutique MOBILE PLANET
lechon belly kitchen salo,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Lechon Belly Kitchen/Salo
lechon factory,0,0,0,0,0,0,0,0,0,1,0,0,1,1,False,False,LECHON FACTORY
lechon h,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LECHON H
lechon house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LECHON HOUSE
lechon king toppings,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Lechon King Toppings
lechoneria,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Lechoneria
le sucre lab 9456540068,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Le Sucre Lab 9456540068
le salon de coiffure,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Le Salon De Coiffure
le petit bouquet manille,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LE PETIT BOUQUET MANILLE
ldm driving institute inc,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LDM DRIVING INSTITUTE INC.
lbc express just gift incorporated,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LBC EXPRESS JUST GIFT INCORPORATED
lbc jcm exhibit depot,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LBC JCM Exhibit Depot
lbc mr quickie,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,"LBC, MR. QUICKIE"
lbc step up,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,LBC STEP UP
lca cellphone & accessories,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LCA Cellphone & Accessories
ldm driving institute,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LDM DRIVING INSTITUTE
le cafe temporarily closed,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LE CAFE TEMPORARILY CLOSED
le petit bizu 9062284170,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Le Petit Bizu 9062284170
le ching tea house,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Le Ching Tea House
le derion flowers,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LE DERION FLOWERS
le dessert,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Le Dessert
le katsu 0917 318 0560,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LE KATSU 0917-318-0560
le katsu manila,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,LE KATSU MANILA
le katsu mnl street katsu,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,LE KATSU MNL STREET KATSU
kitchenaid experience center,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KITCHENAID EXPERIENCE CENTER
kitchenaid,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,KITCHENAID
kitchen table,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Kitchen Table
juan whey,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Juan Whey
juander buko,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Juander Buko
juanitos buko station,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Juanito’s Buko Station
jubilum cellphone repair hub,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUBILUM CELLPHONE REPAIR HUB
juddies bulalohan,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUDDIES BULALOHAN
judes ticketing agency,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUDES TICKETING AGENCY
juevens,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,Jueven's
juevens 3 season,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Jueven's 3 Season (TEMPORARILY CLOSED)
juevens bibingka,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JUEVENS BIBINGKA
juice boost,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUICE BOOST
juice cubi,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUICE CUBI
juicery natureal,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Juicery Natureal
juicery natureal juice central,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Juicery Natureal Juice Central
juices shakes by thirsty,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUICES SHAKES BY THIRSTY
juicy lemon,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Juicy Lemon
jujuice fruity blendz fruit juice bar,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JUJUICE FRUITY BLENDZ FRUIT JUICE BAR
juana stick,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Juana Stick
juan spa,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JUAN SPA
joseph drugstore,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JOSEPH DRUGSTORE
jts manukan grille,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JT'S MANUKAN GRILLE
joy bakes,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Joy Bakes
joy juice,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Joy Juice
joylee curtains,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Joylee Curtains
jp sabater,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jp Sabater
jpy juan,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JPY Juan
jr jump,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JR. JUMP
jr techno stuff enterprise mini gem exhibit 6,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JR TECHNO STUFF ENTERPRISE MINI GEM EXHIBIT #6 ( BETWEEN PAPA PRINTS )
jrm,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JRM
js diamond jewellery,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JS DIAMOND JEWELLERY
js marketing,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,JS Marketing
js mobile,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,JS Mobile
jsp mobile,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,JSP Mobile
jt diaz mobile hub,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,JT Diaz Mobile Hub
jte health massage,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JTE HEALTH MASSAGE
jtech cellphone,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JTECH CELLPHONE
julian eatery,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Julian Eatery
juliana,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JULIANA
julien and jorel,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Julien And Jorel
julies food house,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Julie's Food House
k & f accessories,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,K & F ACCESSORIES
k beauty & skin clinic,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,K Beauty & Skin Clinic
k blossom beauty studio company,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,K BLOSSOM BEAUTY STUDIO COMPANY
k cotton fries,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,K Cotton Fries
k less baby needs 4less,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,K-Less Baby Needs 4Less
k po food mart,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,K-PO Food Mart
k s i,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,K S I
k street ph,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,K-Street PH
k z one mobile gadgets repair & services,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,K.Z. One Mobile Gadgets Repair & Services
k&company,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,K&COMPANY
kaban,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Kaban
kadiwa public market,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KADIWA PUBLIC MARKET
kadlagan climbing equipment,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,KADLAGAN CLIMBING EQUIPMENT
kaffa haus,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,The Kaffa Haus
kai coffee,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,KAI COFFEE
k & co,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,K & CO
jyusu 0907 654 1144,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JYUSU 0907-654-1144
jwls n chrms,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JWLS N CHRMS
jure documentation and notarial services,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jure Documentation And Notarial Services
julsche cellphone accessories,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Julsche Cellphone Accessories
julshe cellphone accessories,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JULSHE CELLPHONE ACCESSORIES
jumbo meals,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Jumbo Meals
jump for joy,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JUMP FOR JOY
june eatery,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,June Eatery
junliz,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Junliz
jus jerrys,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUS JERRYS
jvr,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JVR
just a minute,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Just A Minute
just gifts,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Just Gifts
justgold jewellery,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JUSTGOLD JEWELLERY
justine eatery,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Justine Eatery
justines world,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JUSTINE'S WORLD
jveetech,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JVEETECH
journey to australia,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Journey to Australia
jose filipino kitchen,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JOSE FILIPINO KITCHEN
kaila bags ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,KAILA BAGS ( DOUBLE HAPPINESS ENT. ) CA EXHIBITS ( PROPERTY PRO )
jk grill unlimited k bbq,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jk Grill Unlimited K-bbq
jlo mobile access,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Jlo Mobile Access
jlo mobile load hub,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Jlo Mobile Load Hub
jm peanut world,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JM PEANUT WORLD
jm shawarama,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JM Shawarama
jmags,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Jmags
jmc personalized printing,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jmc Personalized Printing
jmg,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,JMG
jmg massage,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JMG Massage
jmj cellphone 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JMJ CELLPHONE 1
jmn hobby shop,0,0,0,1,0,0,0,0,0,0,0,0,1,1,False,False,JMN Hobby Shop
jmoa,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,JMOA
jms music studio,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jms Music Studio
jms watch accessories,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JMS WATCH ACCESSORIES
jms watch repair,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JMS WATCH REPAIR
jmy foreign exchange,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JMY Foreign Exchange
jlo mikro gadget realme,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Jlo Mikro Gadget / Realme
jjcl drug testing,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JJCL DRUG TESTING
jories art gallery,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JORIE'S ART GALLERY
jjb hanns,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JJB Hanns
jian axel sisig station,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JIAN AXEL SISIG STATION
jian cellshop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JIAN CELLSHOP
jiang nan hot pot,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Jiang Nan Hot Pot
jickong s bbq hauz,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Jickong\'s BBQ Hauz
jies temporarily closed,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Jie's TEMPORARILY CLOSED
jieya & cos jewelry shop,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Jieya & Co's Jewelry Shop
jig and josh imaging center,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JIG AND JOSH IMAGING CENTER
jigs & josh imaging center,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JIGS & JOSH IMAGING CENTER
jimmy choo,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JIMMY CHOO
jin ju k foods,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Jin-Ju K Foods
jipan,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JIPAN
jipan cafe,0,0,0,0,0,0,1,0,0,0,0,0,1,1,False,False,Jipan Cafe
jisu life,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jisu Life
jiyu wellness,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JIYU WELLNESS
jjampponggwan,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,JJAMPPONGGWAN
jng mobile phone repair services,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JNG MOBILE PHONE REPAIR SERVICES
jo frango piri piri,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JO FRANGO PIRI PIRI
joachims steamstick,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JOACHIMS STEAMSTICK
joans jewelry shop,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Joan's Jewelry Shop
jollibee auto sonix watch store,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,Jollibee Auto Sonix Watch Store
jollibee mini gem exhibit,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JOLLIBEE MINI GEM EXHIBIT (29)
jollibee stockroom,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JOLLIBEE STOCKROOM
jolos barbershop,0,0,0,0,0,0,0,0,0,0,1,0,1,1,False,False,Jolo's Barbershop
jolyns enterprise,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JOLYN'S ENTERPRISE (NEW)
jonaima footwear,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Jonaima Footwear
jonaina footwear dingding mobile,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JONAINA FOOTWEAR Dingding Mobile
jonaina footwear skk mobile,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JONAINA FOOTWEAR SKK Mobile
joneco tech,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Joneco Tech
joniel s,0,0,0,0,1,0,0,0,0,0,0,0,1,1,False,False,Joniel\'s
joniels cake and pastries,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JONIEL'S CAKE AND PASTRIES
jonies,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JONIE'S
jons lechon house,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,jon's lechon house
jorainah footwear rcbc,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JORAINAH FOOTWEAR (Dresses) RCBC
jorainah footwear smart communications,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JORAINAH FOOTWEAR SMART COMMUNICATIONS
jollibee 0927 251 7 673,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JOLLIBEE 0927-251-7 673 (NEW)
jollibee 0918 907 5260,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JOLLIBEE 0918-907-5260
jojies painitan central 0916 343 5064,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JOJIE'S PAINITAN CENTRAL 0916-343-5064
john and mae key duplication,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JOHN AND MAE KEY DUPLICATION
joaqui and jacqui cellphone accessories repair,0,0,0,0,0,1,0,0,0,0,0,0,1,1,False,False,Joaqui and Jacqui Cellphone Accessories Repair
jockey satellite,0,0,1,0,0,0,0,0,0,0,0,0,1,1,False,False,Jockey Satellite
joel yu 0917 328 0823 0916 620 1271,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,Joel Yu 0917-328-0823/0916-620-1271
joeys restaurant cafe,0,0,0,0,0,0,0,0,1,0,0,0,1,1,False,False,JOEYS RESTAURANT CAFE
johans pet hub,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JOHAN’S PET HUB
john & rj cellphone,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,John & RJ Cellphone
john briann,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,John Briann
johnyee campsite,0,1,0,0,0,0,0,0,0,0,0,0,1,1,False,False,JOHNYEE CAMPSITE
john carl com general merchandise ca exhibits,0,0,0,0,0,0,0,0,0,0,0,1,1,1,False,False,JOHN CARL COM GENERAL MERCHANDISE CA EXHIBITS ( PROPERTY PRO )
john lemon 0977 065 5700,0,0,0,0,0,0,0,1,0,0,0,0,1,1,False,False,JOHN LEMON 0977-065-5700
